PID,Số tiền trung bình bạn trả cho một lần mua hàng:,Giới tính của bạn,Độ tuổi của bạn,Tình trạng hôn nhân của bạn,Số thành viên là con cái trong gia đình của bạn,Ngành nghề của bạn:,Mức thu nhập tháng của bạn nằm trong khoảng,Products
PID161,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID161,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID161,Trên 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,"Giáo viên, giảng viên",10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID162,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Kinh doanh,5-10 triệu,Thực phẩm đông lạnh
PID162,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Kinh doanh,5-10 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID162,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Kinh doanh,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID162,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Kinh doanh,5-10 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID162,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Kinh doanh,5-10 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID162,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Kinh doanh,5-10 triệu," Thời trang may mặc (quần áo, giày dép)"
PID163,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu,Trái cây
PID163,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID163,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID163,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID163,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID163,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu, Bánh kẹo
PID163,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID163,Trên 1.000.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID164,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,Rau củ
PID164,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID164,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID164,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID165,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,"Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID165,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID165,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID166,700.000 – 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Kinh doanh,20-30 triệu,Rau củ
PID166,700.000 – 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Kinh doanh,20-30 triệu, Trái cây
PID166,700.000 – 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Kinh doanh,20-30 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID166,700.000 – 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Kinh doanh,20-30 triệu, Thuỷ hải sản tươi
PID166,700.000 – 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Kinh doanh,20-30 triệu, Thực phẩm đông lạnh
PID166,700.000 – 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Kinh doanh,20-30 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID166,700.000 – 1.000.000 VND,Nữ,23-29 tuổi,Đã kết hôn,1 con,Kinh doanh,20-30 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID167,50.000 – 100.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,"Nước giải khát (nước khoáng, nước ngọt,…)"
PID168,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu,Rau củ
PID168,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu, Trái cây
PID168,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID168,300.000 – 500.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Kinh doanh,10-20 triệu, Thuỷ hải sản tươi
PID169,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu,Rau củ
PID169,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu, Trái cây
PID169,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID169,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu, Thực phẩm đông lạnh
PID169,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID169,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID169,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu, Bánh kẹo
PID169,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID169,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID169,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID169,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",20-30 triệu," Thời trang may mặc (quần áo, giày dép)"
PID170,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,1 con,Sinh viên,Dưới 5 triệu,"Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID170,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,1 con,Sinh viên,Dưới 5 triệu," Thời trang may mặc (quần áo, giày dép)"
PID171,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu,"Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID171,100.000 – 300.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Nhân viên hành chính,10-20 triệu," Thời trang may mặc (quần áo, giày dép)"
PID172,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Làm việc tự do (freelancer),Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID172,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Làm việc tự do (freelancer),Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID172,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Làm việc tự do (freelancer),Dưới 5 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID172,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Làm việc tự do (freelancer),Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID172,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Làm việc tự do (freelancer),Dưới 5 triệu, Bánh kẹo
PID172,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Làm việc tự do (freelancer),Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID172,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,2 con,Làm việc tự do (freelancer),Dưới 5 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID173,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu,Rau củ
PID173,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu, Trái cây
PID173,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID173,50.000 – 100.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,5-10 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID174,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,5-10 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID174,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID174,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,5-10 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID174,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,2 con,Nhân viên hành chính,5-10 triệu," Thời trang may mặc (quần áo, giày dép)"
PID175,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thịt tươi (gà, bò, lợn…) và trứng"
PID175,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Thuỷ hải sản tươi
PID175,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Thực phẩm đông lạnh
PID175,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID175,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID175,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID175,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID175,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Bánh kẹo
PID175,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID175,Trên 1.000.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID176,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",5-10 triệu,"Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID176,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,"Nhà phát triển, lập trình viên",5-10 triệu," Thời trang may mặc (quần áo, giày dép)"
PID177,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu,Rau củ
PID177,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID177,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID177,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID177,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu, Bánh kẹo
PID177,300.000 – 500.000 VND,Nữ,23-29 tuổi,Đã kết hôn,Không có,Nhân viên hành chính,10-20 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID178,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID178,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Đồ gia dụng (chén, bát, đũa, nồi, màng bọc thực phẩm…)"
PID178,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID178,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thời trang may mặc (quần áo, giày dép)"
PID179,50.000 – 100.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID179,50.000 – 100.000 VND,Nam,23-29 tuổi,Độc thân,Không có,Làm việc tự do (freelancer),10-20 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID180,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu,Rau củ
PID180,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu, Trái cây
PID180,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID180,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID180,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu, Bánh kẹo
PID180,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID180,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Nhân viên hành chính,5-10 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID181,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu,"Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID181,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID181,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID181,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID181,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu, Bánh kẹo
PID181,100.000 – 300.000 VND,Nữ,18-22 tuổi,Độc thân,2 con,Sinh viên,Dưới 5 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID182,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu,Rau củ
PID182,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu, Trái cây
PID182,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID182,100.000 – 300.000 VND,Nam,18-22 tuổi,Độc thân,Không có,Sinh viên,Dưới 5 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID183,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu,Rau củ
PID183,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu, Trái cây
PID183,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu," Thịt tươi (gà, bò, lợn…) và trứng"
PID183,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu," Thức ăn nhanh (xúc xích, giò chả, lạp xưởng, bánh bao, nem, đậu hũ,…)"
PID183,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
PID183,100.000 – 300.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,"Giáo viên, giảng viên",5-10 triệu," Thời trang may mặc (quần áo, giày dép)"
PID184,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Từ 3 con trở lên,Làm việc tự do (freelancer),5-10 triệu,"Thời trang may mặc (quần áo, giày dép)"
PID185,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Kinh doanh,5-10 triệu,Rau củ
PID185,300.000 – 500.000 VND,Nữ,18-22 tuổi,Độc thân,Không có,Kinh doanh,5-10 triệu," Thực phẩm ăn liền (bánh mì, cháo, đồ ăn nhanh, mì miến,…)"
PID186,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,Trên 30 triệu,"Thực phẩm khô (Gia vị (mắm, muối, đường,…)"
PID186,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,Trên 30 triệu," Nước giải khát (nước khoáng, nước ngọt,…)"
PID186,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,Trên 30 triệu," Sữa (tươi, chua,…) và các chế phẩm từ sữa (bơ, phô mai,…)"
PID186,300.000 – 500.000 VND,Nữ,23-29 tuổi,Độc thân,Không có,Kinh doanh,Trên 30 triệu," Hoá mỹ phẩm (nước rửa bát, xà phòng, nước lau nhà,…)"
